N_EXPEDIENT,CODI_DISTRICTE,DISTRICTE,CODI_BARRI,BARRI,TIPUS_CARRER,CARRER,TIPUS_NUM,NUM1,LLETRA1,NUM2,LLETRA2,BLOC,PORTAL,ESCALA,PIS,PORTA,NUMERO_REGISTRE_GENERALITAT,NUMERO_PLACES,LONGITUD_X,LATITUD_Y
02-2011-1179,2,L'EIXAMPLE,5,el Fort Pienc,Carrer,DIPUTACIO,2,418,,,,,,,3,2,HUTB-003215,5,2.1781411427412261,41.397549708811447
02-2011-1180,2,L'EIXAMPLE,9,la Nova Esquerra de l'Eixample,Carrer,COMTE D'URGELL,1,109,,,,,,,2,2,HUTB-003399,7,2.1541426651990285,41.382593125203044
02-2011-1181,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,ROGER DE LLURIA,2,102,,,,,,,4,2,HUTB-002002,3,2.1640800253211907,41.394234690808304
02-2011-1183,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,ROSSELLO,1,425,,,,,,,1,3,HUTB-002063,5,2.1713498000982061,41.402968482340647
02-2011-1184,2,L'EIXAMPLE,9,la Nova Esquerra de l'Eixample,Avinguda,JOSEP TARRADELLAS,2,40,,,,,,,1,1,HUTB-000930,8,2.1417027116718801,41.381645193417732
02-2011-0983,2,L'EIXAMPLE,10,Sant Antoni,Carrer,VILLARROEL,2,28,,,,,,D,PR,1,HUTB-001550,5,2.1604392751783408,41.379893054839513
02-2011-0984,2,L'EIXAMPLE,10,Sant Antoni,Carrer,VILLARROEL,2,28,,,,,,D,PR,4,HUTB-001551,5,2.1604392751783408,41.379893054839513
02-2011-0985,2,L'EIXAMPLE,10,Sant Antoni,Carrer,VILLARROEL,2,28,,,,,,D,1,2,HUTB-001546,5,2.1604392751783408,41.379893054839513
02-2011-0989,2,L'EIXAMPLE,10,Sant Antoni,Carrer,VILLARROEL,2,28,,,,,,D,1,4,HUTB-001536,5,2.1604392751783408,41.379893054839513
02-2011-0990,2,L'EIXAMPLE,10,Sant Antoni,Carrer,VILLARROEL,2,28,,,,,,D,2,1,HUTB-001549,5,2.1604392751783408,41.379893054839513
02-2011-0991,2,L'EIXAMPLE,10,Sant Antoni,Carrer,VILLARROEL,2,28,,,,,,D,2,2,HUTB-001548,5,2.1604392751783408,41.379893054839513
02-2011-0992,2,L'EIXAMPLE,10,Sant Antoni,Carrer,VILLARROEL,2,28,,,,,,D,2,4,HUTB-001538,5,2.1604392751783408,41.379893054839513
02-2011-0994,2,L'EIXAMPLE,10,Sant Antoni,Carrer,VILLARROEL,2,28,,,,,,D,3,1,HUTB-001552,5,2.1604392751783408,41.379893054839513
02-2011-0995,2,L'EIXAMPLE,10,Sant Antoni,Carrer,VILLARROEL,2,28,,,,,,D,3,3,HUTB-001545,5,2.1604392751783408,41.379893054839513
02-2011-0997,2,L'EIXAMPLE,10,Sant Antoni,Carrer,VILLARROEL,2,28,,,,,,D,3,4,HUTB-001544,5,2.1604392751783408,41.379893054839513
02-2011-0884,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Rambla,CATALUNYA,2,98,B,,,,,,2,3,HUTB-003304,7,2.1593281779668612,41.391629086975996
10-2011-0543,10,SANT MARTI,69,Diagonal Mar i el Front Marítim del Poblenou,Carrer,SELVA DE MAR,2,6,,,,,,,4,1,HUTB-001749,13,2.2132242266402704,41.403442848215363
02-2011-1122,2,L'EIXAMPLE,6,la Sagrada Família,Avinguda,GAUDI,2,26,,28,,,,,5,3,HUTB-000333,8,2.173460493607493,41.404773145655732
02-2012-0013,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,NAPOLS,1,149,,151,,,,,3,4,HUTB-002429,7,2.1761336172580354,41.395035365549397
10-2011-0514,10,SANT MARTI,64,el Camp de l'Arpa del Clot,Carrer,FRESER,1,5,,,,,,,2,3,HUTB-000244,8,2.1780258381317301,41.408048996107269
10-2011-0515,10,SANT MARTI,64,el Camp de l'Arpa del Clot,Carrer,FRESER,1,5,,,,,,,AT,2,HUTB-000245,4,2.1780258381317301,41.408048996107269
02-2011-1023,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,VALENCIA,1,463,,,,,,,6,1,HUTB-001402,7,2.1763841161314335,41.401635347443566
02-2011-1029,2,L'EIXAMPLE,10,Sant Antoni,Carrer,VILLARROEL,2,28,,,,,,E,3,1,HUTB-001537,5,2.1604392751783408,41.379893054839513
02-2011-1030,2,L'EIXAMPLE,10,Sant Antoni,Carrer,VILLARROEL,2,28,,,,,,E,4,1,HUTB-001543,5,2.1604392751783408,41.379893054839513
02-2011-1031,2,L'EIXAMPLE,10,Sant Antoni,Carrer,VILLARROEL,2,28,,,,,,E,4,2,HUTB-001553,4,2.1604392751783408,41.379893054839513
05-2012-0061,5,SARRIA-SANT GERVASI,26,Sant Gervasi - Galvany,Via,AUGUSTA,1,153,,,,,,1,5,1,HUTB-003866,4,2.1425376694351406,41.397128103516998
02-2011-0998,2,L'EIXAMPLE,10,Sant Antoni,Carrer,VILLARROEL,2,28,,,,,,D,4,1,HUTB-001554,5,2.1604392751783408,41.379893054839513
02-2011-0999,2,L'EIXAMPLE,10,Sant Antoni,Carrer,VILLARROEL,2,28,,,,,,D,4,2,HUTB-001542,5,2.1604392751783408,41.379893054839513
02-2011-1000,2,L'EIXAMPLE,10,Sant Antoni,Carrer,VILLARROEL,2,28,,,,,,D,4,3,HUTB-001541,5,2.1604392751783408,41.379893054839513
02-2011-1001,2,L'EIXAMPLE,10,Sant Antoni,Carrer,VILLARROEL,2,28,,,,,,D,4,4,HUTB-001540,5,2.1604392751783408,41.379893054839513
02-2011-1002,2,L'EIXAMPLE,10,Sant Antoni,Carrer,VILLARROEL,2,28,,,,,,E,PR,1,HUTB-001539,5,2.1604392751783408,41.379893054839513
02-2011-1003,2,L'EIXAMPLE,10,Sant Antoni,Carrer,VILLARROEL,2,28,,,,,,E,PR,2,HUTB-001547,4,2.1604392751783408,41.379893054839513
02-2011-1078,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Ronda,SANT PERE,1,33,,,,,,,AT,1,HUTB-002278,6,2.1747521849973568,41.388431809958931
02-2011-1079,2,L'EIXAMPLE,10,Sant Antoni,Avinguda,PARAL.LEL,2,108,,,,,,,2,3,HUTB-002624,5,2.1632205841487941,41.373322571362003
10-2011-0544,10,SANT MARTI,69,Diagonal Mar i el Front Marítim del Poblenou,Passeig,TAULAT,1,283,,,,,,,21,3,HUTB-001823,11,2.214817322986574,41.406153682949174
01-2011-0546,1,CIUTAT VELLA,1,el Raval,Carrer,JOAQUIN COSTA,1,53,,,,,,,AT,,HUTB-000909,5,2.1636106373595023,41.381626506785373
10-2011-0516,10,SANT MARTI,64,el Camp de l'Arpa del Clot,Carrer,FRESER,1,5,,,,,,,AT,3,HUTB-000246,5,2.1780258381317301,41.408048996107269
03-2011-0299,3,SANTS-MONTJUÏC,11,el Poble Sec,Avinguda,PARAL.LEL,1,15,,,,,,,4,5,HUTB-002580,10,2.1736394496483156,41.372633223579946
05-2011-0381,5,SARRIA-SANT GERVASI,27,el Putxet i el Farró,Carrer,GUILLEM TELL,1,21,,,,,,,2,1,HUTB-000699,5,2.1479235562339012,41.400804212073602
02-2011-0885,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,BALMES,1,161,,,,,,,4,1,HUTB-003995,11,2.1543733862820154,41.392754197116005
02-2011-1004,2,L'EIXAMPLE,10,Sant Antoni,Carrer,VILLARROEL,2,28,,,,,,E,1,2,HUTB-006496,5,2.1604392751783408,41.379893054839513
02-2011-1005,2,L'EIXAMPLE,10,Sant Antoni,Carrer,VILLARROEL,2,28,,,,,,E,2,2,HUTB-006497,4,2.1604392751783408,41.379893054839513
02-2011-1010,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,CARTAGENA,2,302,,,,,,,1,2,HUTB-002982,3,2.1748093721823141,41.408264643125321
10-2011-0517,10,SANT MARTI,64,el Camp de l'Arpa del Clot,Carrer,FRESER,1,5,,,,,,,2,2,HUTB-000247,6,2.1780258381317301,41.408048996107269
10-2011-0518,10,SANT MARTI,64,el Camp de l'Arpa del Clot,Carrer,FRESER,1,5,,,,,,,AT,4,HUTB-000248,6,2.1780258381317301,41.408048996107269
10-2011-0519,10,SANT MARTI,64,el Camp de l'Arpa del Clot,Carrer,FRESER,1,5,,,,,,,AT,1,HUTB-000249,7,2.1780258381317301,41.408048996107269
10-2012-0022,10,SANT MARTI,64,el Camp de l'Arpa del Clot,Carrer,INDEPENDENCIA,1,317,,,,,,,3,4,HUTB-000763,8,2.1803476162830351,41.407268028545104
05-2011-0368,5,SARRIA-SANT GERVASI,26,Sant Gervasi - Galvany,Via,AUGUSTA,1,95,,,,,,,1,2,HUTB-003857,6,2.1485151559308067,41.399098214524642
05-2011-0369,5,SARRIA-SANT GERVASI,26,Sant Gervasi - Galvany,Via,AUGUSTA,1,95,,,,,,,1,1,HUTB-003858,6,2.1485151559308067,41.399098214524642
10-2011-0369,10,SANT MARTI,68,el Poblenou,Carrer,PUJADES,2,120,,122,,,,,1,4,HUTB-002871,7,2.1947358045422805,41.396012764328496
10-2011-0415,10,SANT MARTI,68,el Poblenou,Passatge,PIQUER,2,2,,6,,,,,4,2,HUTB-002749,7,2.2058755531838306,41.400797878597587
02-2011-0850,2,L'EIXAMPLE,10,Sant Antoni,Avinguda,PARAL.LEL,2,106,,,,,,,AT,2,HUTB-002618,13,2.1632205841487941,41.373322571362003
02-2011-0852,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,PROVENÇA,1,383,,,,,,,5,1,HUTB-002830,4,2.1700220494167248,41.400268753564525
05-2012-0015,5,SARRIA-SANT GERVASI,27,el Putxet i el Farró,Carrer,RIOS ROSAS,2,38,,,,,,,BJ,,HUTB-001666,4,2.1422986105205997,41.402470848756842
04-2011-0231,4,LES CORTS,19,les Corts,Carrer,DEU I MATA,2,142,,,,,,,1,,HUTB-003039,8,2.137536077969477,41.38819621833747
10-2011-0513,10,SANT MARTI,64,el Camp de l'Arpa del Clot,Carrer,FRESER,1,5,,,,,,,2,4,HUTB-000243,6,2.1780258381317301,41.408048996107269
10-2011-0539,10,SANT MARTI,68,el Poblenou,Carrer,PUJADES,2,120,,122,,,,,2,2,HUTB-002870,7,2.1947358045422805,41.396012764328496
06-2011-0381,6,GRACIA,31,la Vila de Gràcia,Carrer,SENECA,1,15,,,,,,,2,C,HUTB-001762,3,2.1554270273152847,41.395135564207315
10-2011-0356,10,SANT MARTI,67,la Vila Olímpica del Poblenou,Carrer,JOAN D'AUSTRIA,1,51,,,,,,A,6,2,HUTB-000848,5,2.1908224928904145,41.390709820195944
02-2011-0969,2,L'EIXAMPLE,9,la Nova Esquerra de l'Eixample,Carrer,VALENCIA,2,32,,34,,,,,1,1,HUTB-001379,6,2.1457438236623867,41.378305455412438
02-2011-0970,2,L'EIXAMPLE,9,la Nova Esquerra de l'Eixample,Carrer,VALENCIA,2,32,,34,,,,,1,2,HUTB-001380,6,2.1457438236623867,41.378305455412438
02-2011-0971,2,L'EIXAMPLE,9,la Nova Esquerra de l'Eixample,Carrer,VALENCIA,2,32,,34,,,,,2,1,HUTB-001381,6,2.1457438236623867,41.378305455412438
02-2011-0972,2,L'EIXAMPLE,9,la Nova Esquerra de l'Eixample,Carrer,VALENCIA,2,32,,34,,,,,2,2,HUTB-001382,6,2.1457438236623867,41.378305455412438
02-2011-0973,2,L'EIXAMPLE,9,la Nova Esquerra de l'Eixample,Carrer,VALENCIA,2,32,,34,,,,,3,1,HUTB-001383,6,2.1457438236623867,41.378305455412438
05-2012-0016,5,SARRIA-SANT GERVASI,27,el Putxet i el Farró,Carrer,RIOS ROSAS,2,36,,,,,,,BJ,,HUTB-001665,5,2.1422986105205997,41.402470848756842
02-2011-0907,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,MUNTANER,1,87,,89,,,,,2,2,HUTB-002406,11,2.1558144978530365,41.386524381455722
02-2011-0908,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,VALENCIA,1,329,,,,,,,EN,2,HUTB-001282,3,2.1678401104747351,41.395228388055486
01-2011-0409,1,CIUTAT VELLA,2,el Barri Gòtic,Carrer,AVINYO,2,58,,,,,,,PR,3B,HUTB-013215,10,2.1781870656519176,41.378340517921281
05-2011-0304,5,SARRIA-SANT GERVASI,27,el Putxet i el Farró,Carrer,BALLESTER,2,28,,,,,,,BJ,1,HUTB-003962,9,2.1449396573560766,41.405118510170865
05-2011-0416,5,SARRIA-SANT GERVASI,26,Sant Gervasi - Galvany,Carrer,ARIBAU,2,226,,,,,,D,3,,HUTB-003811,14,2.1494345304703097,41.393321899360991
01-2011-0547,1,CIUTAT VELLA,1,el Raval,Carrer,JOAQUIN COSTA,1,53,,,,,,,3,,HUTB-000911,8,2.1636106373595023,41.381626506785373
10-2013-0028,10,SANT MARTI,68,el Poblenou,Carrer,TORTELLA,1,3,,,,,,,2,1,HUTB-005001,4,2.206987041968453,41.401286446063907
05-2011-0278,5,SARRIA-SANT GERVASI,27,el Putxet i el Farró,Carrer,VALLIRANA,1,29,,,,,,,1,C,HUTB-001454,4,2.1469055522053524,41.402004445786041
10-2011-0533,10,SANT MARTI,68,el Poblenou,Carrer,FERROCARRIL,1,27,,,,,,,4,1,HUTB-000173,4,2.2059672477543915,41.396959225455703
10-2011-0534,10,SANT MARTI,68,el Poblenou,Carrer,FERROCARRIL,1,27,,,,,,,4,2,HUTB-000174,4,2.2059672477543915,41.396959225455703
02-2012-0016,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,VALENCIA,2,544,,,,,,,6,3,HUTB-001375,8,2.1809101225326506,41.404738084871219
02-2011-1307,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,ROGER DE LLURIA,2,40,,,,,,,2,1,HUTB-001989,7,2.1693816180123271,41.390186993451678
02-2011-1233,2,L'EIXAMPLE,9,la Nova Esquerra de l'Eixample,Carrer,VILADOMAT,1,191,,,,,,,1,4,HUTB-001529,6,2.151021139689226,41.381610944335542
02-2011-1267,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,AUSIAS MARC,2,20,,,,,,,4,2,HUTB-003878,5,2.1740566629656972,41.389015343154355
02-2011-1266,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,AUSIAS MARC,2,20,,,,,,,4,1,HUTB-003877,4,2.1740566629656972,41.389015343154355
02-2011-1270,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,PELAI,1,5,,,,,,,1,1B,HUTB-002673,5,2.1650271698305072,41.384044746651725
02-2011-0941,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,ROGER DE LLURIA,1,55,,,,,,,PR,2,HUTB-002000,7,2.1669643561545868,41.39173341911355
02-2011-1096,2,L'EIXAMPLE,6,la Sagrada Família,Avinguda,GAUDI,2,26,,28,,,,,2,1,HUTB-000330,9,2.173460493607493,41.404773145655732
02-2011-1097,2,L'EIXAMPLE,6,la Sagrada Família,Avinguda,GAUDI,2,26,,28,,,,A,2,3,HUTB-000331,7,2.173460493607493,41.404773145655732
02-2011-1098,2,L'EIXAMPLE,6,la Sagrada Família,Avinguda,GAUDI,2,26,,28,,,,A,3,3,HUTB-000332,9,2.173460493607493,41.404773145655732
02-2011-1091,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,LEPANT,1,293,,,,,,,1,1,HUTB-001004,8,2.1739078947598158,41.403716682206365
02-2011-1215,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,PROVENÇA,2,232,,,,,,,PR,1,HUTB-005541,3,2.1561057379425885,41.389514253277689
02-2011-1216,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,PROVENÇA,2,232,,,,,,,PR,2,HUTB-005555,3,2.1561057379425885,41.389514253277689
02-2011-1217,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,PROVENÇA,2,232,,,,,,,1,1,HUTB-005542,3,2.1561057379425885,41.389514253277689
02-2011-1218,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,PROVENÇA,2,232,,,,,,,1,2,HUTB-005543,3,2.1561057379425885,41.389514253277689
02-2011-1050,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,VILLARROEL,2,142,,,,,,,3,,HUTB-001556,10,2.1533266338832999,41.385262246234298
10-2012-0003,10,SANT MARTI,67,la Vila Olímpica del Poblenou,Carrer,RAMON TURRO,2,48,,50,,,,,BJ,1,HUTB-002887,4,2.1921287656986834,41.390657036445219
08-2012-0004,8,NOU BARRIS,44,Vilapicina i la Torre Llobeta,Carrer,COSTA I CUXART,2,4,,,,,,,1,2,HUTB-003006,5,2.1729742171552933,41.425828841943897
02-2011-1308,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,ROGER DE LLURIA,2,40,,,,,,,4,4,HUTB-001990,6,2.1693816180123271,41.390186993451678
02-2011-1309,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Gran Via,CORTS CATALANES,1,561,,,,,,D,EN,,HUTB-003572,18,2.1599238143713633,41.382457579050502
10-2011-0545,10,SANT MARTI,69,Diagonal Mar i el Front Marítim del Poblenou,Passeig,GARCIA FARIA,1,73,,75,,,,,25,3,HUTB-000299,15,2.2142196918835806,41.403121525886164
03-2011-0326,3,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,MATA,2,24,,,,,,,1,1,HUTB-000069,5,2.1694440568074,41.370666588073142
03-2011-0327,3,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,MATA,2,24,,,,,,,3,2,HUTB-000070,3,2.1694440568074,41.370666588073142
02-2011-1244,2,L'EIXAMPLE,5,el Fort Pienc,Gran Via,CORTS CATALANES,2,732,,,,,,,5,2,HUTB-003607,8,2.1774946995348303,41.395000795346093
06-2011-0421,6,GRACIA,31,la Vila de Gràcia,Carrer,SANT DOMENEC,1,11,,,,,,,1,2,HUTB-002187,5,2.1554867487435101,41.398084668098505
06-2011-0369,6,GRACIA,31,la Vila de Gràcia,Carrer,SENECA,1,15,,,,,,,2,D,HUTB-001761,4,2.1554270273152847,41.395135564207315
05-2012-0062,5,SARRIA-SANT GERVASI,26,Sant Gervasi - Galvany,Via,AUGUSTA,1,153,,,,,,1,6,1,HUTB-003867,4,2.1425376694351406,41.397128103516998
02-2011-1099,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,MARINA,2,258,,,,,,,PR,,HUTB-001132,7,2.1750585184713804,41.40146958882238
05-2011-0288,5,SARRIA-SANT GERVASI,27,el Putxet i el Farró,Carrer,BALLESTER,2,30,,,,,,,BJ,1,HUTB-003964,9,2.1449396573560766,41.405118510170865
03-2011-0309,3,SANTS-MONTJUÏC,14,la Font de la Guatlla,Carrer,SANT GERMA,2,8,,,,,,,3,,HUTB-002198,9,2.1453175253696828,41.370198257186537
02-2011-1219,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,PROVENÇA,2,232,,,,,,,2,1,HUTB-005544,3,2.1561057379425885,41.389514253277689
02-2011-1220,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,PROVENÇA,2,232,,,,,,,2,2,HUTB-005546,3,2.1561057379425885,41.389514253277689
02-2011-1221,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,PROVENÇA,2,232,,,,,,,3,1,HUTB-005547,3,2.1561057379425885,41.389514253277689
02-2011-1222,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,PROVENÇA,2,232,,,,,,,3,2,HUTB-005548,3,2.1561057379425885,41.389514253277689
10-2011-0425,10,SANT MARTI,68,el Poblenou,Carrer,VENERO,2,8,,,,,,,2,2,HUTB-001463,8,2.2006875619257098,41.399702105033555
10-2011-0563,10,SANT MARTI,66,el Parc i la Llacuna del Poblenou,Carrer,LLULL,1,23,,,,,,,EN,2,HUTB-001028,8,2.1886360520731611,41.390206918807898
10-2012-0019,10,SANT MARTI,69,Diagonal Mar i el Front Marítim del Poblenou,Passeig,GARCIA FARIA,1,69,,71,,,,,9,2,HUTB-000301,8,2.2129897163536403,41.402187778848258
10-2011-0529,10,SANT MARTI,64,el Camp de l'Arpa del Clot,Carrer,INDUSTRIA,1,201,,203,,,,,2,1,HUTB-000818,6,2.1757409590330457,41.409678361139221
02-2011-0929,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,MALLORCA,2,246,,,,,,,AT,,HUTB-001046,6,2.1609147373243323,41.391440286979673
02-2011-0960,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,BRUC,2,136,,,,,,,4,2,HUTB-004084,20,2.1649531006232801,41.395234980757628
02-2011-1337,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,ROSSELLO,2,458,B,,,,,,3,3,HUTB-002077,5,2.1753772630878281,41.405720173896597
07-2011-0216,7,HORTA-GUINARDÓ,35,el Guinardó,Carrer,ART,1,97,,,,,,,3,2,HUTB-003855,4,2.1731750500721962,41.416879465364659
10-2011-0423,10,SANT MARTI,68,el Poblenou,Carrer,VENERO,2,8,,,,,,,BJ,2,HUTB-001461,8,2.2006875619257098,41.399702105033555
10-2011-0424,10,SANT MARTI,68,el Poblenou,Carrer,VENERO,2,8,,,,,,,1,2,HUTB-001462,8,2.2006875619257098,41.399702105033555
04-2012-0011,4,LES CORTS,19,les Corts,Carrer,CABALLERO,2,60,,,,,,,AT,4,HUTB-004106,6,2.1363675522905488,41.381678099697417
10-2011-0531,10,SANT MARTI,68,el Poblenou,Carrer,FERROCARRIL,1,27,,,,,,,1,1,HUTB-000171,4,2.2059672477543915,41.396959225455703
10-2011-0426,10,SANT MARTI,68,el Poblenou,Carrer,VENERO,2,8,,,,,,,2,1,HUTB-001464,8,2.2006875619257098,41.399702105033555
10-2011-0412,10,SANT MARTI,68,el Poblenou,Carrer,VENERO,2,8,,,,,,,BJ,1,HUTB-001460,8,2.2006875619257098,41.399702105033555
02-2011-0889,2,L'EIXAMPLE,10,Sant Antoni,Carrer,COMTE BORRELL,1,73,,,,,,A,1,1,HUTB-003372,4,2.1601911799078173,41.376384931474078
02-2011-0890,2,L'EIXAMPLE,10,Sant Antoni,Carrer,COMTE BORRELL,1,73,,,,,,B,1,1,HUTB-003373,7,2.1601911799078173,41.376384931474078
02-2011-0891,2,L'EIXAMPLE,10,Sant Antoni,Carrer,COMTE BORRELL,1,73,,,,,,A,1,2,HUTB-003374,4,2.1601911799078173,41.376384931474078
02-2011-0892,2,L'EIXAMPLE,10,Sant Antoni,Carrer,COMTE BORRELL,1,73,,,,,,B,1,2,HUTB-016884,7,2.1601911799078173,41.376384931474078
02-2011-0893,2,L'EIXAMPLE,10,Sant Antoni,Carrer,COMTE BORRELL,1,73,,,,,,A,2,1,HUTB-003375,4,2.1601911799078173,41.376384931474078
02-2011-0894,2,L'EIXAMPLE,10,Sant Antoni,Carrer,COMTE BORRELL,1,73,,,,,,B,2,1,HUTB-003376,7,2.1601911799078173,41.376384931474078
02-2011-0895,2,L'EIXAMPLE,10,Sant Antoni,Carrer,COMTE BORRELL,1,73,,,,,,A,2,2,HUTB-003377,4,2.1601911799078173,41.376384931474078
02-2011-0896,2,L'EIXAMPLE,10,Sant Antoni,Carrer,COMTE BORRELL,1,73,,,,,,B,2,2,HUTB-003378,7,2.1601911799078173,41.376384931474078
02-2011-0897,2,L'EIXAMPLE,10,Sant Antoni,Carrer,COMTE BORRELL,1,73,,,,,,A,3,1,HUTB-003379,4,2.1601911799078173,41.376384931474078
02-2011-0898,2,L'EIXAMPLE,10,Sant Antoni,Carrer,COMTE BORRELL,1,73,,,,,,B,3,1,HUTB-003380,7,2.1601911799078173,41.376384931474078
06-2012-0019,6,GRACIA,31,la Vila de Gràcia,Carrer,SANT JOAQUIM,1,19,,21,,,,,BJ,5,HUTB-002217,7,2.1547247775392435,41.399282734499664
06-2012-0020,6,GRACIA,31,la Vila de Gràcia,Carrer,SANT JOAQUIM,1,19,,21,,,,,BJ,4,HUTB-002218,7,2.1547247775392435,41.399282734499664
10-2011-0532,10,SANT MARTI,68,el Poblenou,Carrer,FERROCARRIL,1,27,,,,,,,1,2,HUTB-000172,4,2.2059672477543915,41.396959225455703
04-2011-0269,4,LES CORTS,19,les Corts,Carrer,EQUADOR,1,31,,,,,,,3,3,HUTB-000091,4,2.139646922210483,41.383362200754327
04-2011-0270,4,LES CORTS,19,les Corts,Carrer,EQUADOR,1,31,,,,,,,3,2,HUTB-000092,4,2.139646922210483,41.383362200754327
04-2011-0271,4,LES CORTS,19,les Corts,Carrer,EQUADOR,1,31,,,,,,,3,1,HUTB-000093,4,2.139646922210483,41.383362200754327
04-2011-0272,4,LES CORTS,19,les Corts,Carrer,EQUADOR,1,31,,,,,,,4,2,HUTB-000094,4,2.139646922210483,41.383362200754327
04-2011-0273,4,LES CORTS,19,les Corts,Carrer,EQUADOR,1,31,,,,,,,5,2,HUTB-000095,6,2.139646922210483,41.383362200754327
06-2011-0260,6,GRACIA,31,la Vila de Gràcia,Carrer,TORRENT DE L'OLLA,2,176,,,,,,,4,1,HUTB-001204,5,2.1538534482476113,41.402426706824926
02-2011-0899,2,L'EIXAMPLE,10,Sant Antoni,Carrer,COMTE BORRELL,1,73,,,,,,A,3,2,HUTB-003382,4,2.1601911799078173,41.376384931474078
02-2011-0900,2,L'EIXAMPLE,10,Sant Antoni,Carrer,COMTE BORRELL,1,73,,,,,,B,3,2,HUTB-003381,7,2.1601911799078173,41.376384931474078
02-2011-0901,2,L'EIXAMPLE,10,Sant Antoni,Carrer,COMTE BORRELL,1,73,,,,,,A,4,1,HUTB-003383,4,2.1601911799078173,41.376384931474078
02-2011-0902,2,L'EIXAMPLE,10,Sant Antoni,Carrer,COMTE BORRELL,1,73,,,,,,B,4,1,HUTB-003384,7,2.1601911799078173,41.376384931474078
02-2011-0903,2,L'EIXAMPLE,10,Sant Antoni,Carrer,COMTE BORRELL,1,73,,,,,,A,4,2,HUTB-003385,4,2.1601911799078173,41.376384931474078
02-2011-0904,2,L'EIXAMPLE,10,Sant Antoni,Carrer,COMTE BORRELL,1,73,,,,,,B,4,2,HUTB-003386,7,2.1601911799078173,41.376384931474078
06-2012-0198,6,GRACIA,31,la Vila de Gràcia,Carrer,SANT PERE MARTIR,2,4,,,,,,,1,2,HUTB-002289,6,2.1571421602943044,41.396762004571222
02-2012-0549,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,ROSSELLO,2,322,,,,,,,PR,2A,HUTB-002041,4,2.1679283868644492,41.400128121352807
06-2012-0252,6,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Carrer,ROMANS,1,1,,,,,,,1,2,HUTB-002021,10,2.1629368247568279,41.405242773358246
07-2012-0126,7,HORTA-GUINARDÓ,37,el Carmel,Carrer,CALDERON DE LA BARCA,2,112,,114,,,,,1,1,HUTB-002894,7,2.155933821929052,41.417870731839749
02-2012-0353,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Ronda,UNIVERSITAT,1,13,,,,,,,2,1,HUTB-001251,7,2.1646853884037363,41.384662667509495
02-2012-0354,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Ronda,UNIVERSITAT,1,13,,,,,,,1,2,HUTB-001252,6,2.1646853884037363,41.384662667509495
02-2012-0355,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Ronda,UNIVERSITAT,1,13,,,,,,,1,1,HUTB-001253,7,2.1646853884037363,41.384662667509495
